项目id	SKUid	SKU名称	SKUurl	项目匹配词	SKU关键词	SKU价格	SKU销量	相似度
578	1143477401	Paulone宝德龙智能穿戴手环智能蓝牙手表气压表计步器登山表海拔表防水防盗手机伴侣U8 钢琴黑	http://item.jd.com/1143477401.html	智能,防水,手环	穿戴,智能,U8,蓝牙手表,防水,钢琴,One,手机,Paulone,海拔,气压表,手环,伴侣,计步器,paul,登山,防盗,宝德龙（paul One）,宝德龙	368.0	3	0.075
578	1143481524	Paulone宝德龙智能穿戴手环智能蓝牙手表气压表计步器登山表海拔表防水防盗手机伴侣U8 钢琴黑	http://item.jd.com/1143481524.html	智能,防水,手环	智能,穿戴,防水,钢琴,One,手机,Paulone,海拔,蓝牙手表,宝德龙（paul One）,手环,伴侣,气压表,paul,宝德龙,登山,防盗,计步器,U8	388.0	8	0.075
578	1143485605	Paulone宝德龙智能穿戴手环智能蓝牙手表气压表计步器登山表海拔表防水防盗手机伴侣U8 钢琴黑	http://item.jd.com/1143485605.html	智能,防水,手环	报警,智能,U8,高度计,登山,蓝牙手表,防水,钢琴,One,手机,Paulone,海拔,气压表,手环,伴侣,计步器,paul,宝德龙,防盗,宝德龙（paul One）,穿戴	370.113821138	54	0.075
578	1143485606	Paulone宝德龙智能穿戴手环智能蓝牙手表气压表计步器登山表海拔表防水防盗手机伴侣U8 玫瑰红	http://item.jd.com/1143485606.html	智能,防水,手环	智能,穿戴,登山,防水,宝德龙,One,手机,Paulone,海拔,蓝牙手表,宝德龙（paul One）,手环,伴侣,气压表,paul,玫瑰红,防盗,计步器,U8	374.666666667	3	0.075
578	1143485607	Paulone宝德龙智能穿戴手环智能蓝牙手表气压表计步器登山表海拔表防水防盗手机伴侣U8 象牙白	http://item.jd.com/1143485607.html	智能,防水,手环	象牙白,智能,穿戴,蓝牙手表,防水,宝德龙,One,手机,Paulone,海拔,气压表,手环,伴侣,计步器,paul,登山,防盗,宝德龙（paul One）,U8	372.0	6	0.075
578	1143489013	Paulone宝德龙智能穿戴手环智能蓝牙手表气压表计步器登山表海拔表防水防盗手机伴侣U8 钢琴黑	http://item.jd.com/1143489013.html	智能,防水,手环	智能,穿戴,防水,钢琴,One,手机,Paulone,海拔,蓝牙手表,宝德龙（paul One）,手环,伴侣,气压表,paul,宝德龙,登山,防盗,计步器,U8	339.5	25	0.075
578	1143489015	Paulone宝德龙智能穿戴手环智能蓝牙手表气压表计步器登山表海拔表防水防盗手机伴侣U8 象牙白	http://item.jd.com/1143489015.html	智能,防水,手环	象牙白,智能,穿戴,防水,宝德龙,One,手机,Paulone,海拔,蓝牙手表,宝德龙（paul One）,手环,伴侣,气压表,paul,登山,防盗,计步器,U8	388.0	3	0.075
578	1143497106	Paulone宝德龙智能穿戴手环智能蓝牙手表气压表计步器登山表海拔表防水防盗手机伴侣U8 钢琴黑	http://item.jd.com/1143497106.html	智能,防水,手环	报警,智能,U8,高度计,登山,蓝牙手表,防水,钢琴,One,手机,Paulone,海拔,气压表,手环,伴侣,计步器,paul,宝德龙,防盗,宝德龙（paul One）,穿戴	369.333333333	21	0.075
578	1143698203	韩国CASMELY iwatch LED时尚情侣手表U盘 蓝牙手表 多功能智能手表手环 蓝色	http://item.jd.com/1143698203.html	时尚,智能,手环	智能,LED,U盘,多功能,时尚,CASMELY,韩国,手环,手表,iwatch,蓝牙手表,情侣手表,蓝色	299.0	1	0.075
578	1143889427	现代演绎W110 智能穿戴手环 蓝牙手表 睡眠检测 运动计步 卡路里燃烧 安卓通用 红色	http://item.jd.com/1143889427.html	运动,智能,防水,手环,睡眠	燃烧,安卓,智能,卡路里,穿戴,红色,演绎,防水,睡眠,现代,运动,计步,蓝牙手表,检测,手环,W110,现代演绎	168.0	6	0.125
578	1143889428	现代演绎W110 智能穿戴手环 防水蓝牙手表 睡眠检测 运动计步 卡路里燃烧 安卓通用 红 黄色	http://item.jd.com/1143889428.html	运动,智能,防水,手环,睡眠	燃烧,安卓,计步,卡路里,穿戴,黄色,演绎,防水,睡眠,现代,运动,智能,蓝牙手表,检测,手环,W110,现代演绎	168.0	5	0.125
578	1143889629	现代演绎W110 智能穿戴手环 蓝牙手表 睡眠检测 运动计步 卡路里燃烧 安卓通用 绿色	http://item.jd.com/1143889629.html	运动,智能,防水,手环,睡眠	燃烧,安卓,智能,卡路里,穿戴,演绎,防水,睡眠,现代,绿色,运动,计步,蓝牙手表,检测,手环,W110,现代演绎	168.0	4	0.125
578	1143889630	现代演绎W110 智能穿戴手环 蓝牙手表 睡眠检测 运动计步 卡路里燃烧 安卓通用 浅蓝色	http://item.jd.com/1143889630.html	运动,智能,防水,手环,睡眠	燃烧,安卓,智能,卡路里,穿戴,演绎,防水,睡眠,现代,运动,计步,蓝牙手表,检测,手环,W110,现代演绎,浅蓝色	168.0	10	0.125
578	1143889631	现代演绎W110 智能穿戴手环 蓝牙手表 睡眠检测 运动计步 卡路里燃烧 安卓通用 黑色	http://item.jd.com/1143889631.html	运动,智能,防水,手环,睡眠	燃烧,安卓,智能,卡路里,穿戴,演绎,防水,睡眠,现代,运动,计步,蓝牙手表,检测,手环,W110,现代演绎,黑色	168.0	10	0.125
578	1144429376	喜越 u watch LED学生智能手环U盘 多功能智能手表计步器 时尚情侣手表 8G蓝色	http://item.jd.com/1144429376.html	时尚,智能,手环	媲美,蓝色,LED,U盘,运动手环,watch,多功能,时尚,智能,计步器,手环,手表,智能手环,学生,喜越,情侣手表,D1	346.908088235	373	0.075
578	1144429377	喜越 u watch LED学生智能手环U盘 多功能智能手表计步器 时尚情侣手表 8G红色	http://item.jd.com/1144429377.html	时尚,智能,手环	媲美,智能,LED,U盘,红色,运动手环,watch,多功能,时尚,计步器,手环,手表,智能手环,学生,喜越,情侣手表,D1	568.0	21	0.075
578	1144429378	喜越 u watch LED学生智能手环U盘 多功能智能手表计步器 时尚情侣手表 8G黑色	http://item.jd.com/1144429378.html	时尚,智能,手环	媲美,智能,LED,U盘,运动手环,watch,多功能,时尚,计步器,手环,手表,智能手环,学生,喜越,黑色,情侣手表,D1	568.0	39	0.075
578	1144429379	喜越 u watch LED学生智能手环U盘 多功能智能手表计步器 时尚情侣手表 8G黄色	http://item.jd.com/1144429379.html	时尚,智能,手环	媲美,智能,LED,U盘,运动手环,喜越,watch,多功能,时尚,计步器,手环,手表,智能手环,学生,黄色,情侣手表,D1	568.0	14	0.075
578	1144914597	滕海体 适用于苹果三星小米 智能蓝牙手环 记忆2代  运动睡眠记录器 计步器 追踪器 蓝色	http://item.jd.com/1144914597.html	运动,智能,睡眠,手环	三星,滕海,智能,适用,记忆,睡眠,蓝牙,运动,蓝色,计步器,滕海体,手环,记录器,追踪,苹果	1099.0	1	0.1
578	1145281734	酷道U8智能手环智能蓝牙手表PS高清触摸彩屏健康计步器防水防盗手机伴侣智能穿戴 黑色	http://item.jd.com/1145281734.html	智能,防水,健康	U8,PS,触摸,智能,穿戴,酷道（Miroad）,防水,计步器,手机,智能手环,蓝牙手表,伴侣,酷道,彩屏,健康,黑色,防盗,Miroad,高清	999.0	27	0.075
578	1145281735	酷道U8智能手环智能蓝牙手表PS高清触摸彩屏健康计步器防水防盗手机伴侣智能穿戴 白色	http://item.jd.com/1145281735.html	智能,防水,健康	U8,PS,触摸,智能,穿戴,酷道（Miroad）,防水,计步器,手机,智能手环,白色,Miroad,伴侣,蓝牙手表,彩屏,健康,防盗,酷道,高清	999.0	14	0.075
578	1146843068	穿戴智能手环 健康睡眠监测 计步器 蓝牙数据传输 智能穿戴  智能手环  时尚影音手环 红色	http://item.jd.com/1146843068.html	时尚,智能,手环,健康	BQBQ,智能,穿戴,红色,蓝牙,智能手环,时尚,影音,手环,健康,数据传输,睡眠监测,计步器	199.0	2	0.1
578	1146843429	穿戴智能手环 健康睡眠监测 计步器 蓝牙数据传输 智能穿戴  智能手环  时尚影音手环 黑色	http://item.jd.com/1146843429.html	时尚,智能,手环,健康	BQBQ,智能,穿戴,蓝牙,智能手环,时尚,影音,手环,健康,数据传输,睡眠监测,黑色,计步器	199.0	14	0.1
578	1146904632	Hi-PEEL智能手表Hi999　新款运动商务时尚穿戴式手环腕表手机可打电话设备 大气银 大卡	http://item.jd.com/1146904632.html	时尚,智能,运动,手环	打电话,手环,智能,设备,穿戴,PEEL,Hi999,Hi-PEEL,运动,腕表,手机,商务,时尚,Hi,大气,手表,新款,大卡	888.0	4	0.1
578	1146904633	Hi-PEEL智能手表Hi999　新款运动商务时尚穿戴式手环腕表手机可打电话设备 大气银 小卡	http://item.jd.com/1146904633.html	时尚,智能,运动,手环	打电话,手环,智能,设备,穿戴,PEEL,Hi999,Hi-PEEL,运动,腕表,手机,商务,时尚,Hi,大气,手表,新款,小卡	888.0	1	0.1
578	1146904634	Hi-PEEL智能手表Hi999　新款运动商务时尚穿戴式手环腕表手机可打电话设备 高端黑 大卡	http://item.jd.com/1146904634.html	时尚,智能,运动,手环	打电话,智能,设备,穿戴,PEEL,Hi999,高端,运动,Hi-PEEL,腕表,手机,商务,时尚,Hi,手环,手表,新款,大卡	888.0	5	0.1
578	1146948952	穿戴智能手环 健康睡眠监测 计步器 蓝牙数据传输 智能穿戴  智能手环  时尚影音手环 红色	http://item.jd.com/1146948952.html	时尚,智能,手环,健康	三星,智能,穿戴,红色,SAMSUNG,蓝牙,三星（SAMSUNG）,时尚,影音,手环,健康,数据传输,睡眠监测,智能手环,计步器	199.0	12	0.1
578	1146948953	穿戴智能手环 健康睡眠监测 计步器 蓝牙数据传输 智能穿戴  智能手环  时尚影音手环 黑色	http://item.jd.com/1146948953.html	时尚,智能,手环,健康	三星,智能,穿戴,SAMSUNG,蓝牙,三星（SAMSUNG）,时尚,影音,手环,健康,数据传输,睡眠监测,黑色,智能手环,计步器	199.0	64	0.1
578	1146965081	穿戴智能手环 健康睡眠监测 计步器 蓝牙数据传输 智能穿戴 智能手环 时尚影音手环 红色	http://item.jd.com/1146965081.html	时尚,智能,手环,健康	三星,智能,穿戴,红色,SAMSUNG,蓝牙,三星（SAMSUNG）,时尚,影音,手环,健康,数据传输,睡眠监测,智能手环,计步器	199.0	7	0.1
578	1146965082	穿戴智能手环 健康睡眠监测 计步器 蓝牙数据传输 智能穿戴 智能手环 时尚影音手环 黑色	http://item.jd.com/1146965082.html	时尚,智能,手环,健康	三星,智能,穿戴,SAMSUNG,蓝牙,三星（SAMSUNG）,时尚,影音,手环,健康,数据传输,睡眠监测,黑色,智能手环,计步器	199.0	3	0.1
578	1146969166	穿戴智能手环 健康睡眠监测 计步器 蓝牙数据传输 智能穿戴 智能手环 时尚影音手环 红色	http://item.jd.com/1146969166.html	时尚,智能,手环,健康	智能,穿戴,红色,HNM,蓝牙,智能手环,时尚,影音,手环,健康,数据传输,睡眠监测,计步器	199.0	5	0.1
578	1146969167	穿戴智能手环 健康睡眠监测 计步器 蓝牙数据传输 智能穿戴 智能手环 时尚影音手环 黑色	http://item.jd.com/1146969167.html	时尚,智能,手环,健康	智能,穿戴,HNM,蓝牙,智能手环,时尚,影音,手环,健康,数据传输,睡眠监测,黑色,计步器	199.0	13	0.1
578	1148127	山水（SANSUI） H1 智能手环 蓝牙4.0智能手表 睡眠检测 智能防丢器 运动计步器 来电提醒 编辑祝福语 黑色	http://item.jd.com/1148127.html	运动,智能,来电提醒,睡眠	H1,来电提醒,误够,条码,运动,山水（SANSUI）,null,SANSUI,取件,蓝牙,祝福语,智能,计步器,睡眠,手表,智能手环,编辑,备件,黑色,山水,检测	83.2309716599	11357	0.1
578	1149606	华为（HUAWEI）荣耀手环（智能健康运动手环 + 蓝牙耳机 +手表计步器 + 微信运动分享）-经典黑	http://item.jd.com/1149606.html	运动,智能,手环	智能,健康运动,误够,分享,取件,经典,HUAWEI,运动,蓝牙耳机,微信,手环,手表,计步器,华为（HUAWEI）,备件,条码,荣耀	516.885714286	3738	0.075
578	1149607	华为（HUAWEI）荣耀手环（智能健康运动手环 + 蓝牙耳机 +手表计步器 + 微信运动分享）-石墨灰	http://item.jd.com/1149607.html	运动,智能,手环	石墨,智能,健康运动,误够,分享,取件,HUAWEI,运动,蓝牙耳机,微信,手环,手表,计步器,荣耀,华为（HUAWEI）	448.0	1076	0.075
578	1149608	华为（HUAWEI）荣耀手环（智能健康运动手环 + 蓝牙耳机 +手表计步器 + 微信运动分享）-活力蓝	http://item.jd.com/1149608.html	运动,智能,手环	智能,健康运动,误够,分享,取件,活力,HUAWEI,运动,蓝牙耳机,微信,手环,手表,计步器,华为（HUAWEI）,备件,条码,荣耀	511.352941176	2472	0.075
578	1153538265	wisebrave 无线智能手环Fitbit Flex防水震动手环运动睡眠蓝牙计步器 黑色	http://item.jd.com/1153538265.html	运动,防水,手环,睡眠	Flex,防水,睡眠,wisebrave,运动,计步器,无线,手环,震动,Fitbit,智能手环,蓝牙,黑色	888.0	1	0.1
578	1156102	[备件条码][AS129967546]iHealth智能腕表 微信手表手环 朋友圈PK 计步/睡眠 支持苹果安卓	http://item.jd.com/1156102.html	智能,睡眠,手环	安卓,计步,信手,误够,iHealth,条码,取件,朋友圈,睡眠,睡眠监测,蓝牙,智能,计步器,手环,手表,PK,支持,腕表,备件,苹果	144.76293573	9173	0.075
578	1158085776	美国mio迈欧 阿尔法LINK凌客 户外运动跑步智能心率手环 连续心率监测(黑色L码)	http://item.jd.com/1158085776.html	心率监测,智能,心率,手环	心率监测,智能,MIO,mio,黑色,凌客,美国,连续,跑步,LINK,手环,户外运动,心率,阿尔法,迈欧	854.0	18	0.1
578	1158091155	美国mio迈欧 阿尔法LINK凌客 户外运动跑步智能心率手环 连续心率监测(黑色S/M码)	http://item.jd.com/1158091155.html	心率监测,智能,心率,手环	心率监测,智能,MIO,mio,黑色,凌客,美国,连续,跑步,LINK,手环,户外运动,心率,阿尔法,迈欧	898.0	2	0.1
578	1158096007	美国mio迈欧 阿尔法LINK凌客 户外运动跑步智能心率手环 连续心率监测(白色S/M码)	http://item.jd.com/1158096007.html	心率监测,智能,心率,手环	心率监测,智能,MIO,mio,迈欧,凌客,美国,连续,跑步,LINK,手环,白色,户外运动,心率,阿尔法	898.0	1	0.1
578	1158827185	凯斯（Skyunion）智能手表EC309 休闲时尚智能穿戴式手环腕表手机 可打电话设备 黑色	http://item.jd.com/1158827185.html	时尚,智能,手环	打电话,EC309,设备,穿戴,Skyunion,休闲,手机,时尚,智能,凯斯,手环,手表,腕表,黑色	1628.0	2	0.075
578	1158827187	凯斯（Skyunion）智能手表EC309 休闲时尚智能穿戴式手环腕表手机 可打电话设备 白色	http://item.jd.com/1158827187.html	时尚,智能,手环	打电话,EC309,设备,穿戴,休闲,手机,时尚,智能,凯斯,手环,手表,白色,腕表,Skyunion	1654.0	2	0.075
578	1159896103	美国mio迈欧 阿尔法LINK凌客 户外运动跑步智能心率手环 蓝牙4.0心率带 黑色	http://item.jd.com/1159896103.html	智能,心率,手环	智能,MIO,mio,户外运动,凌客,美国,蓝牙,跑步,迈欧（MIO）,LINK,手环,黑色,迈欧,心率,阿尔法	898.0	1	0.075
578	1160254	美国mio迈欧 阿尔法LINK凌客 智能心率手环 蓝牙4.0心率带手表(黑色L码)	http://item.jd.com/1160254.html	智能,心率,手环	智能,MIO,mio,迈欧,凌客,蓝牙,美国,迈欧（MIO）,LINK,手环,手表,黑色,心率,阿尔法	998.0	223	0.075
578	1161266626	wisebrave 智能运动健康手环 防丢器卡路里消耗 计步器 蓝色	http://item.jd.com/1161266626.html	运动,智能,健康手环	智能,卡路里,健康手环,wisebrave,运动,蓝色,计步器,消耗	499.0	1	0.075
578	1161268229	wisebrave 智能运动健康手环 防丢器卡路里消耗 计步器 天蓝色	http://item.jd.com/1161268229.html	运动,智能,健康手环	智能,卡路里,健康手环,wisebrave,运动,计步器,消耗,天蓝色	499.0	1	0.075
578	1161415460	wisebrave 蓝牙智能运动健康手环 防丢器卡路里消耗 智能手环 计步器 浅蓝色	http://item.jd.com/1161415460.html	运动,智能,健康手环	智能,卡路里,健康手环,蓝牙,运动,计步器,消耗,智能手环,wisebrave,浅蓝色	389.0	7	0.075
578	1162578896	腾海儿童成长智能手环运动腕表带身高睡眠六一儿童节礼物 王子手环	http://item.jd.com/1162578896.html	运动,睡眠,手环	滕海,儿童节礼物,大牌,儿童,腾海,享腾,王子,睡眠,腕表,运动,手环,低价,智能手环,成长,身高	719.0	5	0.075
578	1162595833	腾海儿童成长智能手环运动腕表带身高睡眠六一儿童节礼物 公主手环	http://item.jd.com/1162595833.html	运动,睡眠,手环	滕海,儿童节礼物,大牌,儿童,低价,享腾,身高,睡眠,腕表,运动,手环,腾海,智能手环,成长,公主	719.0	4	0.075
578	1162626548	滕海 体记忆儿童成长智能手环 彩虹版身高运动睡眠 监测手表 彩虹环小号	http://item.jd.com/1162626548.html	运动,监测,睡眠	滕海,身高,儿童,彩虹,睡眠,监测,记忆,小号,手表,智能手环,成长,运动	610.0	8	0.075
578	1162626552	滕海 体记忆儿童成长智能手环 彩虹版身高运动睡眠 监测手表 王子环中号	http://item.jd.com/1162626552.html	运动,监测,睡眠	滕海,身高,成长,儿童,环中,睡眠,彩虹,记忆,手表,智能手环,王子,监测,运动	510.0	2	0.075
578	1162626554	滕海 体记忆儿童成长智能手环 彩虹版身高运动睡眠 监测手表 公主环小号	http://item.jd.com/1162626554.html	运动,监测,睡眠	滕海,身高,儿童,彩虹,睡眠,监测,记忆,小号,手表,智能手环,成长,公主,运动	610.0	1	0.075
578	1162626555	滕海 体记忆儿童成长智能手环 彩虹版身高运动睡眠 监测手表 公主环中号	http://item.jd.com/1162626555.html	运动,监测,睡眠	滕海,身高,成长,儿童,环中,睡眠,彩虹,记忆,手表,智能手环,监测,公主,运动	610.0	1	0.075
578	1166108140	维肯 运动计步智能蓝牙手表 适用于三星/安卓系统手机 黑色	http://item.jd.com/1166108140.html	运动,智能,手环	三星,安卓,计步,适用,手镯,伴侣,手机,运动,智能,系统,维肯,手环,手表,蓝牙手表,Viken,黑色,维肯（Viken）	233.728571429	43	0.075
578	1166108141	维肯 蓝牙手表 适用于三星/安卓智能手表 运动计步手镯手环 手机伴侣 红色	http://item.jd.com/1166108141.html	运动,智能,手环	三星,安卓,智能,适用,红色,手镯,手表,手机,运动,计步,蓝牙手表,维肯,手环,伴侣,Viken,维肯（Viken）	168.5	2	0.075
578	1166108142	维肯 运动计步智能蓝牙手表 适用于三星/安卓系统手机 蓝色	http://item.jd.com/1166108142.html	运动,智能,手环	三星,安卓,蓝色,适用,手镯,手表,手机,运动,计步,系统,维肯,手环,伴侣,蓝牙手表,Viken,智能,维肯（Viken）	168.416666667	7	0.075
578	1166132820	【手机端特价】 迈凯亚 智能运动蓝牙手环   通用安卓 适用荣耀畅玩版红米note 黑色	http://item.jd.com/1166132820.html	运动,智能,手环,睡眠	MICROKIA,秒杀,系统,手环,监控,安卓,适用,特价,运动手环,迈凯亚,睡眠,蓝牙,note,运动,迈凯亚（MICROKIA）,黑色,MX3,红米,智能,智能手环,动动手,魅族,质量,畅玩版,计步器,手机,荣耀	208.035087719	41	0.1
578	1166132821	【99元手机端秒杀】 迈凯亚 智能运动蓝牙手环   通用安卓 适用荣耀畅玩版红米note 红色	http://item.jd.com/1166132821.html	运动,智能,手环	安卓,智能,适用,红色,手机,迈凯亚,蓝牙,畅玩版,运动,迈凯亚（MICROKIA）,手环,红米,荣耀,秒杀,MICROKIA,note	189.0	2	0.075
578	1166132822	【手机端特价】 迈凯亚 智能运动蓝牙手环   通用安卓 适用荣耀畅玩版红米note 蓝色	http://item.jd.com/1166132822.html	运动,智能,手环,睡眠	情侣,蓝色,MX3,秒杀,系统,手环,监控,安卓,适用,特价,运动手环,迈凯亚,睡眠,蓝牙,手机,运动,迈凯亚（MICROKIA）,MICROKIA,智能,智能手环,动动手,魅族,质量,note,畅玩版,计步器,红米,荣耀	189.0	10	0.1
578	1166143457	PaulOne宝德龙蓝牙智能手表 遥控拍照免提通话腕表 防水手表 时尚智能手环2S 炫黑色 防水版	http://item.jd.com/1166143457.html	时尚,智能,防水	智能,拍照,宝德龙,宝德龙（paul One）,防水,蓝牙,遥控,PaulOne,时尚,免提通话,腕表,手表,智能手环,paul,One,黑色,防水手表	318.0	1	0.075
578	1166145186	PaulOne宝德龙蓝牙智能手表 遥控拍照免提通话腕表 防水手表 时尚智能手环2S 炫黑色 防水版	http://item.jd.com/1166145186.html	时尚,智能,防水	智能,拍照,宝德龙,宝德龙（paul One）,防水,蓝牙,遥控,PaulOne,时尚,免提通话,腕表,手表,智能手环,paul,One,黑色,防水手表	318.0	1	0.075
578	1166563967	美国迈欧MIO凌客LINK蓝牙户外运动智能手环心率表 时尚白色	http://item.jd.com/1166563967.html	时尚,运动心率,心率	凌客,MIO,户外运动,运动心率,时尚,LINK,蓝牙,美国,迈欧（MIO）,白色,智能手环,户外,迈欧,心率	1200.0	5	0.075
578	1170330190	Paulone宝德龙智能穿戴手环智能蓝牙手表气压表计步器登山表海拔表防水防盗手机伴侣U8 钢琴黑	http://item.jd.com/1170330190.html	智能,防水,手环	报警,智能,U8,高度计,登山,蓝牙手表,防水,钢琴,One,手机,Paulone,海拔,气压表,手环,伴侣,计步器,paul,宝德龙,防盗,宝德龙（paul One）,穿戴	369.666666667	14	0.075
578	1170330192	Paulone宝德龙智能穿戴手环智能蓝牙手表气压表计步器登山表海拔表防水防盗手机伴侣U8 象牙白	http://item.jd.com/1170330192.html	智能,防水,手环	报警,象牙白,高度计,智能,U8,蓝牙手表,防水,宝德龙,One,手机,Paulone,海拔,气压表,手环,伴侣,计步器,paul,登山,防盗,宝德龙（paul One）,穿戴	374.666666667	5	0.075
578	1170332376	Paulone宝德龙智能穿戴手环智能蓝牙手表气压表计步器登山表海拔表防水防盗手机伴侣U8 钢琴黑	http://item.jd.com/1170332376.html	智能,防水,手环	报警,智能,U8,高度计,登山,蓝牙手表,防水,钢琴,One,手机,Paulone,海拔,气压表,手环,伴侣,计步器,paul,宝德龙,防盗,宝德龙（paul One）,穿戴	368.606060606	17	0.075
578	1170332378	Paulone宝德龙智能穿戴手环智能蓝牙手表气压表计步器登山表海拔表防水防盗手机伴侣U8 象牙白	http://item.jd.com/1170332378.html	智能,防水,手环	象牙白,智能,穿戴,防水,宝德龙,One,手机,Paulone,海拔,蓝牙手表,宝德龙（paul One）,手环,伴侣,气压表,paul,登山,防盗,计步器,U8	368.0	8	0.075
578	1170453792	NBA 新款凹凸字 时尚篮球球星球迷硅胶手链 手镯手腕带 运动男款女款潮流手圈手环 雷霆队杜兰特Durant	http://item.jd.com/1170453792.html	运动,时尚,手环	球迷,凹凸,Durant,杜兰特,新款,雷霆,手镯,篮球,时尚,硅胶,潮流,手链,运动,球星,女款,手环,手圈,手腕带,NBA,男款	22.0	14	0.075
578	1170453793	NBA 新款凹凸字 时尚篮球球星球迷硅胶手链 手镯手腕带 运动男款女款潮流手圈手环 勇士队库里Curry	http://item.jd.com/1170453793.html	运动,时尚,手环	球迷,凹凸,球星,手环,手镯,篮球,NBA,勇士队,硅胶,潮流,手链,运动,女款,新款,时尚,手圈,手腕带,Curry,库里,男款	21.5714285714	7	0.075
578	1170453794	NBA 新款凹凸字 时尚篮球球星球迷硅胶手链 手镯手腕带 运动男款女款潮流手圈手环 火箭队林书豪JeremyLin	http://item.jd.com/1170453794.html	运动,时尚,手环	球迷,凹凸,JeremyLin,球星,手环,手镯,篮球,时尚,硅胶,潮流,手链,运动,女款,新款,火箭队,手圈,手腕带,林书豪,NBA,男款	22.0	4	0.075
578	1172592972	wisebrave 智能手环 适用于苹果手机 穿戴设备睡眠运动智能计步器蓝牙手环手表 黑色	http://item.jd.com/1172592972.html	运动,智能,睡眠,手环	设备,苹果手机,智能,适用,穿戴,睡眠,wisebrave,运动,计步器,手环,手表,智能手环,蓝牙,黑色	299.0	11	0.1
578	1173392029	wisebrave 智能手环 适用于苹果手机 穿戴设备睡眠运动智能计步器蓝牙手环手表 天蓝色-送黑色表带和充电头	http://item.jd.com/1173392029.html	运动,智能,手环,睡眠	三星,手环,天蓝色,适用,可穿戴,睡眠,蓝牙,充电,运动,表带,黑色,设备,穿戴,智能手环,苹果手机,智能,wisebrave,小米,计步器,手表,智能手机,苹果	329.0	19	0.1
578	1173392030	wisebrave 智能手环 适用于苹果手机 穿戴设备睡眠运动智能计步器蓝牙手环手表 黑色	http://item.jd.com/1173392030.html	运动,智能,睡眠,手环	设备,苹果手机,智能,适用,穿戴,睡眠,wisebrave,运动,计步器,手环,手表,智能手环,蓝牙,黑色	329.0	1	0.1
578	1173481498	美国mio迈欧阿尔法LINK凌客 户外运动跑步智能心率手环 蓝牙4.0心率带手表 618 时尚白均码S码	http://item.jd.com/1173481498.html	时尚,智能,心率,手环	白均码,智能,mio,MIO,迈欧,凌客,时尚,蓝牙,美国,迈欧（MIO）,LINK,手环,手表,跑步,户外运动,心率,阿尔法	898.0	1	0.1
578	1173481499	美国mio迈欧阿尔法LINK凌客 户外运动跑步智能心率手环连续监测 蓝牙4.0心率带手 尊酷黑均码S码	http://item.jd.com/1173481499.html	智能,心率,手环,监测	带手,迈欧（MIO）,mio,MIO,黑均,凌客,美国,蓝牙,连续,尊酷,智能,LINK,手环,手表,监测,跑步,户外运动,心率,阿尔法,迈欧	898.0	3	0.1
578	1173720282	wisebrave 智能手环 适用于苹果手机 穿戴设备睡眠运动智能计步器蓝牙手环手表 天蓝色	http://item.jd.com/1173720282.html	运动,智能,睡眠,手环	设备,苹果手机,智能,适用,穿戴,睡眠,wisebrave,运动,计步器,手环,手表,智能手环,蓝牙,天蓝色	329.0	2	0.1
578	1174873848	滕海 体记忆儿童成长智能手环 彩虹版身高运动睡眠 监测手表 彩虹环 小号	http://item.jd.com/1174873848.html	运动,监测,睡眠	手表,滕海,Ravello,成长,拉维罗（Ravello）,彩虹,睡眠,身高,记忆,小号,儿童,智能手环,拉维罗,监测,运动	480.0	1	0.075
578	1174873853	滕海 体记忆儿童成长智能手环 彩虹版身高运动睡眠 监测手表 王子环 大号	http://item.jd.com/1174873853.html	运动,监测,睡眠	手表,滕海,Ravello,成长,拉维罗（Ravello）,彩虹,睡眠,身高,记忆,儿童,智能手环,运动,王子,监测,拉维罗	480.0	2	0.075
578	1174873854	滕海 体记忆儿童成长智能手环 彩虹版身高运动睡眠 监测手表 公主环 小号	http://item.jd.com/1174873854.html	运动,监测,睡眠	手表,滕海,Ravello,成长,拉维罗（Ravello）,彩虹,睡眠,身高,记忆,小号,儿童,智能手环,拉维罗,监测,公主,运动	480.0	1	0.075
578	1175729476	七夕礼物果珈乐跑智能手环 运动计步器 睡眠健康管理 浅绿色	http://item.jd.com/1175729476.html	运动,睡眠,健康	果珈乐,果珈（Star5）,礼物,健康,睡眠,浅绿色,Star5,运动,计步器,七夕,智能手环,管理	298.425925926	59	0.075
578	1175729477	七夕礼物果珈智能手环 运动计步器 睡眠健康管理 玫瑰红	http://item.jd.com/1175729477.html	运动,睡眠,健康	果珈乐,果珈（Star5）,礼物,七夕,睡眠,Star5,运动,计步器,健康,疯狂,智能手环,玫瑰红,管理	299.0	37	0.075
578	1175729478	果珈乐跑智能手环 运动计步器 睡眠健康管理 柠檬黄	http://item.jd.com/1175729478.html	运动,睡眠,健康	果珈乐,果珈（Star5）,柠檬黄,睡眠,Star5,运动,计步器,健康,智能手环,管理	299.0	7	0.075
578	1175729479	七夕礼物果珈乐跑智能手环 运动计步器 睡眠健康管理 樱桃紫	http://item.jd.com/1175729479.html	运动,睡眠,健康	果珈乐,果珈（Star5）,礼物,健康,睡眠,Star5,运动,计步器,樱桃,七夕,智能手环,管理	299.0	22	0.075
